Num,Acronym,Description,Author,Pub Year,Category,Main Formula,Other Formula,CRSP,Compustat(annual),Compustat(quarterly),IBES,description
A.4.29,Tbi q 12,Quarterly Taxable Income-to-book Income,"Green, Hand, and Zhang",2013,Profitability,,,,,,,"Quarterly taxable income-to-book income, Tbiq, is quarterly pretax income (Compustat quarterly item PIQ) divided by net income (NIQ). At the beginning of each month t, we split stocks into deciles based on Tbiq calculated with accounting data from the fiscal quarter ending at least four months ago. We exclude firms with non-positive pretax income or net income. We calculate monthly decile returns for the current month t (Tbiq1), from month t to t + 5 (Tbiq6), and from month t to t+11 (Tbiq12). The deciles are rebalanced at the beginning of month t+1. The holding period that is longer than one month as in, for instance, Tbiq6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six-month period. We take the simple average of the subdecile returns as the monthly return of the Tbiq6 decile."
A.4.3,Roa1,Return on Assets,"Balakrishnan, Bartov, and Faurel",2010,Profitability,data_rawq['roa'] = data_rawq['ibq']/data_rawq['atq_l1'],data_rawq['atq_l1'] = data_rawq.groupby(['permno'])['atq'].shift(1),1,0,1,0,"Return on assets, Roa, is income before extraordinary items (Compustat quarterly item IBQ) di- vided by one-quarter-lagged total assets (item ATQ). At the beginning of each month t, we sort all stocks into deciles based on Roa computed with quarterly earnings from the most recent earnings announcement dates (item RDQ). For a firm to enter the portfolio formation, we require the end of the fiscal quarter that corresponds to its most recent Roa to be within six months prior to the portfolio formation. This restriction is imposed to exclude stale earnings information. To avoid potentially erroneous records, we also require the earnings announcement date to be after the corre- sponding fiscal quarter end. Monthly decile returns are calculated for month t (Roa1), from month t to t+5 (Roe6), and from month t to t+11 (Roe12). The deciles are rebalanced at the beginning of t + 1. The holding period that is longer than one month as in, for instance, Roa6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six-month period. We take the simple average of the subdeciles returns as the monthly return of the Roa6 decile. For sufficient data coverage, the Roa portfolios start in January 1972."
A.4.4,"dRoa1, dRoa6",Changes in Return on Assets,"Balakrishnan, Bartov, and Faurel",2010,Profitability,,,,,,,"Change in return on assets, dRoa, is return on assets minus its value from four quarters ago. See Appendix A.4.3 for the measurement of return on assets. At the beginning of each month t, we sort all stocks into deciles based on dRoa computed with quarterly earnings from the most recent earnings announcement dates (Compustat quarterly item RDQ). For a firm to enter the portfo- lio formation, we require the end of the fiscal quarter that corresponds to its most recent dRoa to be within six months prior to the portfolio formation. This restriction is imposed to exclude stale earnings information. To avoid potentially erroneous records, we also require the earnings announcement date to be after the corresponding fiscal quarter end. Monthly decile returns are calculated for month t (dRoa1), from month t to t + 5 (dRoa6), and from month t to t + 11 (dRoa12). The deciles are rebalanced at the beginning of t + 1. The holding period that is longer than one month as in, for instance, dRoa6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six-month period. We take the simple average of the subdecile returns as the monthly return of the dRoa6 decile. For sufficient data coverage, the dRoa portfolios start in January 1973."
A.4.5,Ato,Asset Turnover,Soliman,2008,Profitability,data_rawq['ato'] = data_rawq['saleq']/data_rawq['noa_l4'],"* noa
* noa_l4 from rna",1,0,1,0,"Soliman (2008) use DuPont analysis to decompose Roe as Rna + FLEV * SPREAD, in which Roe is return on equity, Rna is return on net operating assets, FLEV is financial leverage, and SPREAD is the difference between return on net operating assets and borrowing costs. We can further decompose Rna as Pm * Ato, in which Pm is profit margin and Ato is asset turnover.
Following Soliman (2008), we use annual sorts to form Rna, Pm, and Ato deciles. At the end of June of year t, we measure Rna as operating income after depreciation (Compustat annual item OIADP) for the fiscal year ending in calendar year t - 1 divided by net operating assets (Noa) for the fiscal year ending in t - 2. Noa is operating assets minus operating liabilities. Operating assets are total assets (item AT) minus cash and short-term investment (item CHE), and minus other investment and advances (item IVAO, zero if missing). Operating liabilities are total assets minus debt in current liabilities (item DLC, zero if missing), minus long-term debt (item DLTT, zero if missing), minus minority interests (item MIB, zero if missing), minus preferred stocks (item PSTK, zero if missing), and minus common equity (item CEQ). Pm is operating income after depreciation divided by sales (item SALE) for the fiscal year ending in calendar year t - 1. Ato is sales for the fiscal year ending in calendar year t - 1 divided by Noa for the fiscal year ending in t - 2. At the end of June of each year t, we sort stocks into three sets of deciles based on Rna, Pm, and Ato. We exclude firms with non-positive Noa for the fiscal year ending in calendar year t - 2 when forming the Rna and the Ato portfolios. Monthly decile returns are calculated from July of year t to June of t + 1, and the deciles are rebalanced in June of t + 1."
A.4.5,pm,proﬁt margin,Soliman,2008,Profitability,,,,,,,"Soliman (2008) use DuPont analysis to decompose Roe as Rna + FLEV * SPREAD, in which Roe is return on equity, Rna is return on net operating assets, FLEV is financial leverage, and SPREAD is the difference between return on net operating assets and borrowing costs. We can further decompose Rna as Pm * Ato, in which Pm is profit margin and Ato is asset turnover.
Following Soliman (2008), we use annual sorts to form Rna, Pm, and Ato deciles. At the end of June of year t, we measure Rna as operating income after depreciation (Compustat annual item OIADP) for the fiscal year ending in calendar year t - 1 divided by net operating assets (Noa) for the fiscal year ending in t - 2. Noa is operating assets minus operating liabilities. Operating assets are total assets (item AT) minus cash and short-term investment (item CHE), and minus other investment and advances (item IVAO, zero if missing). Operating liabilities are total assets minus debt in current liabilities (item DLC, zero if missing), minus long-term debt (item DLTT, zero if missing), minus minority interests (item MIB, zero if missing), minus preferred stocks (item PSTK, zero if missing), and minus common equity (item CEQ). Pm is operating income after depreciation divided by sales (item SALE) for the fiscal year ending in calendar year t - 1. Ato is sales for the fiscal year ending in calendar year t - 1 divided by Noa for the fiscal year ending in t - 2. At the end of June of each year t, we sort stocks into three sets of deciles based on Rna, Pm, and Ato. We exclude firms with non-positive Noa for the fiscal year ending in calendar year t - 2 when forming the Rna and the Ato portfolios. Monthly decile returns are calculated from July of year t to June of t + 1, and the deciles are rebalanced in June of t + 1."
A.4.6,Cto,Capital Turnover,Haugen and Baker,1996,Profitability,data_rawa['cto'] = data_rawa['sale'] / data_rawa['at'].shift(1),,0,1,0,0,"At the end of June of each year t, we split stocks into deciles based on capital turnover, Cto, measured as sales (Compustat annual item SALE) for the fiscal year ending in calendar year t - 1 divided by total assets (item AT) for the fiscal year ending in t - 2. Monthly decile returns are calculated from July of year t to June of t + 1, and the deciles are rebalanced in June of t + 1."
A.4.7,"Rna q 1, Rna q 6, Atoq1","Quarterly Return on Net Operating Assets, Quarterly Asset Turnover",Soliman,2008,Profitability,data_rawq['rna'] = data_rawq['oiadpq']/data_rawq['noa_l4'],"* noa
data_rawq['noa_l4'] = data_rawq.groupby(['permno'])['noa'].shift(4)",1,0,1,0,"Quarterly return on net operating assets, Rnaq, is quarterly operating income after depreciation (Compustat quarterly item OIADPQ) divided by one-quarter-lagged net operating assets (Noa). Noa is operating assets minus operating liabilities. Operating assets are total assets (item ATQ) minus cash and short-term investments (item CHEQ), and minus other investment and advances (item IVAOQ, zero if missing). Operating liabilities are total assets minus debt in current liabilities (item DLCQ, zero if missing), minus long-term debt (item DLTTQ, zero if missing), minus minority interests (item MIBQ, zero if missing), minus preferred stocks (item PSTKQ, zero if missing), and minus common equity (item CEQQ). Quarterly profit margin, Pmq, is quarterly operating income after depreciation divided by quarterly sales (item SALEQ). Quarterly asset turnover, Atoq, is quarterly sales divided by one-quarter-lagged Noa.
At the beginning of each month t, we sort stocks into deciles based on Rnaq or Pmq for the latest fiscal quarter ending at least four months ago. Separately, we sort stocks into deciles based on Atoq computed with quarterly sales from the most recent earnings announcement dates (item RDQ). Sales are generally announced with earnings during quarterly earnings announcements (Je- gadeesh and Livnat 2006). For a firm to enter the portfolio formation, we require the end of the fiscal quarter that corresponds to its most recent Atoq to be within six months prior to the portfolio formation. This restriction is imposed to exclude stale information. To avoid potentially erroneous records, we also require the earnings announcement date to be after the corresponding fiscal quarter end. Monthly decile returns are calculated for month t (Rnaq1, Pmq1, and Atoq1), from month t to t+5 (Rnaq6, Pmq6, and Atoq6), and from month t to t+11 (Rnaq12, Pmq12, and Atoq12). The deciles are rebalanced at the beginning of t + 1. The holding period that is longer than one month as in, for instance, Atoq6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six-month period. We take the simple average of the subdecile returns as the monthly return of the Atoq6 decile. For sufficient data coverage, the Rnaq portfolios start in January 1976 and the Atoq portfolios start in January 1972.
"
A.4.8,"Cto q1, Cto q6,",Quarterly Capital Turnover,Haugen and Baker,1996,Profitability,,,,,,,"Quarterly capital turnover, Ctoq, is quarterly sales (Compustat quarterly item SALEQ) scaled by one-quarter-lagged total assets (item ATQ). At the beginning of each month t, we sort stocks into deciles based on Ctoq computed with quarterly sales from the most recent earnings announcement dates (item RDQ). Sales are generally announced with earnings during quarterly earnings announce- ments (Jegadeesh and Livnat 2006). For a firm to enter the portfolio formation, we require the end of the fiscal quarter that corresponds to its most recent Atoq to be within six months prior to the portfolio formation. This restriction is imposed to exclude stale information. To avoid potentially erroneous records, we also require the earnings announcement date to be after the corresponding fiscal quarter end. Monthly decile returns are calculated for month t (Ctoq1), from month t to t+5 (Ctoq6), and from month t to t + 11 (Ctoq12). The deciles are rebalanced at the beginning of t + 1. The holding period that is longer than one month as in, for instance, Ctoq6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six-month period. We take the simple average of the subdecile returns as the monthly return of the Ctoq6 decile. For sufficient data coverage, the Ctoq portfolios start in January 1972.
"
A.4.9,Gpa,Gross Proﬁts-to-assets,Novy-Marx,2013,Profitability,,,,,,,"Following Novy-Marx (2013), we measure gross profits-to-assets, Gpa, as total revenue (Compustat annual item REVT) minus cost of goods sold (item COGS) divided by total assets (item AT, the denominator is current, not lagged, total assets). At the end of June of each year t, we sort stocks into deciles based on Gpa for the fiscal year ending in calendar year t - 1. Monthly decile returns are calculated from July of year t to June of t + 1, and the deciles are rebalanced in June of t + 1."
A.5.1,Oca and Ioca,(Industry-adjusted) Organizational Capital-to-assets,Eisfeldt and Papanikolaou,2013,Intangibles,,,,,,,p101
A.5.11,Rca,R&D Capital-to-assets,Li,2011,Intangibles,,,,,,,"Following Li (2011), we measure R&D capital, Rc, by accumulating annual R&D expenses over the past five years with a linear depreciation rate of 20%:
Rcit = XRDit + 0.8 XRDit-1 + 0.6 XRDit-2 + 0.4 XRDit-3 + 0.2 XRDit-4, (A18)
in which XRDit-j is firm i's R&D expenses (Compustat annual item XRD) in year t - j. R&D capital-to-assets, Rca, is Rc scaled by total assets (item AT). At the end of June of each year t, we sort stocks into deciles based on Rca for the fiscal year ending in calendar year t - 1. We keep only firms with positive Rc. Monthly decile returns are calculated from July of year t to June of t + 1, and the deciles are rebalanced in June of t + 1. For portfolio formation at the end of June of year t, we require R&D expenses to be non-missing for the fiscal year ending in calendar year t - 1, because this value of R&D expenses receives the highest weight in Rc. Because Rc requires past five years of R&D expenses data and the accounting treatment of R&D expenses was standardized in 1975, the Rca portfolios start in July 1980."
A.5.2,Adm,Advertising Expense-to-market,"Chan, Lakonishok, and Sougiannis",2001,Intangibles,data_rawa['adm'] = data_rawa['xad']/data_rawa['me'],* me from rawa,1,1,0,0,"At the end of June of each year t, we sort stocks into deciles based on advertising expenses-to- market, Adm, which is advertising expenses (Compustat annual item XAD) for the fiscal year ending in calendar year t - 1 divided by the market equity (from CRSP) at the end of December of t - 1. For firms with more than one share class, we merge the market equity for all share classes before computing Adm. We keep only firms with positive advertising expenses. Monthly decile returns are calculated from July of year t to June of t + 1, and the deciles are rebalanced in June of t + 1. Because sufficient XAD data start in 1972, the Adm portfolios start in July 1973."
A.5.24,Etr,Eﬀective Tax Rate,Abarbanell and Bushee,1998,Intangibles,data_rawa['etr'] = (data_rawa['txtpi'] - (data_rawa['txtpi_l1'] + data_rawa['txtpi_l2'] + data_rawa['txtpi_l3'])/3) * data_rawa['deps'],"data_rawa['txtpi'] = data_rawa['txt'] / data_rawa['pi']
data_rawa['txtpi_l1'] = data_rawa.groupby('permno')['txtpi'].shift(1)
data_rawa['txtpi_l2'] = data_rawa.groupby('permno')['txtpi'].shift(2)
data_rawa['txtpi_l3'] = data_rawa.groupby('permno')['txtpi'].shift(3)
data_rawa['deps'] = data_rawa['epspx']/(data_rawa['ajex'] * data_rawa['prcc_f'])",0,1,0,0,p108
A.5.4,Rdm,R&D Expense-to-market,"Chan, Lakonishok, and Sougiannis",2001,Intangibles,data_rawq['rdm'] = data_rawq['xrdq4']/data_rawq['me'],"* me from rawq
# rd
data_rawq['xrdq4'] = ttm4('xrdq', data_rawq)
data_rawq['xrdq4'] = np.where(data_rawq['xrdq4'].isnull(), data_rawq['xrdy'], data_rawq['xrdq4'])",1,0,1,0,"At the end of June of each year t, we sort stocks into deciles based on R&D-to-market, Rdm, which is R&D expenses (Compustat annual item XRD) for the fiscal year ending in calendar year t - 1 divided by the market equity (from CRSP) at the end of December of t - 1. For firms with more than one share class, we merge the market equity for all share classes before computing Rdm. We keep only firms with positive R&D expenses. Monthly decile returns are calculated from July of year t to June of t + 1, and the deciles are rebalanced in June of t + 1. Because the accounting treatment of R&D expenses was standardized in 1975, the Rdm portfolios start in July 1976."
A.5.46,"Alm q 1, Alm q 6, and Alm q 12",Quarterly Asset Liquidity,Ortiz-Molina and Phillips,2014,Intangibles,data_rawq['alm'] = data_rawq['ala']/(data_rawq['atq']+data_rawq['me']-data_rawq['ceqq']),"data_rawq['ala'] = data_rawq['cheq'] + 0.75*(data_rawq['actq']-data_rawq['cheq'])+\
                 0.5*(data_rawq['atq']-data_rawq['actq']-data_rawq['gdwlq']-data_rawq['intanq'])
* me from rawq",1,0,1,0,"We measure quarterly asset liquidity as cash + 0.75 * noncash current assets + 0.50 * tangible fixed assets. Cash is cash and short-term investments (Compustat quarterly item CHEQ). Noncash current assets is current assets (item ACTQ) minus cash. Tangible fixed assets is total assets (item ATQ) minus current assets (item ACTQ), minus goodwill (item GDWLQ, zero if missing), and minus intangibles (item INTANQ, zero if missing). Alaq is quarterly asset liquidity scaled by one- quarter-lagged total assets. Almq is quarterly asset liquidity scaled by one-quarter-lagged market value of assets. Market value of assets is total assets plus market equity (item PRCCQ times item CSHOQ) minus book equity (item CEQQ).
At the beginning of each month t, we sort stocks into deciles based on Alaq, and separately, on Almq for the fiscal quarter ending at least four months ago. Monthly decile returns are calculated for the current month t (Alaq1 and Almq1), from month t to t + 5 (Alaq6 and Almq6), and from month t to t+11 (Alaq12 and Almq12). The deciles are rebalanced at the beginning of month t+1. The holding period longer than one month as in Alaq6 means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six months. We take the simple average of the subdecile returns as the monthly return of the Alaq6 decile. For sufficient data coverage, the quarterly asset liquidity portfolios start in January 1976.
"
A.5.5,"Rdm q 1, Rdm q 6, and Rdm q 12",Quarterly R&D Expense-to-market,"Chan, Lakonishok, and Sougiannis",2001,Intangibles,,,,,,,"At the beginning of each month t, we split stocks into deciles based on quarterly R&D-to-market, Rdmq, which is quarterly R&D expense (Compustat quarterly item XRDQ) for the fiscal quarter ending at least four months ago scaled by the market equity (from CRSP) at the end of t - 1. For firms with more than one share class, we merge the market equity for all share classes before computing Rdmq. We keep only firms with positive R&D expenses. We calculate decile returns for the current month t (Rdmq1), from month t to t + 5 (Rdmq6), and from month t to t + 11 (Rdmq12), and the deciles are rebalanced at the beginning of month t + 1. The holding period longer than one month as in, for instance, Rdmq6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six months. We take the simple average of the subdecile returns as the monthly return of the Rdmq6 decile. Because the quarterly R&D data start in late 1989, the Rdmq portfolios start in January 1990."
A.5.50,"R a 1 , R n 1 , R a [2,5] , R n[2,5] , R a[6,10] , R n[6,10] , R a[11,15] , and R a[16,20]",Seasonality,Heston and Sadka,2008,Intangibles,,"* crsp_mom
#Rla
crsp_mom['rla'] = crsp_mom.groupby(['permno'])['ret'].shift(12)

#Rln
lag = pd.DataFrame()
result = 0
for i in range(1, 12):
    lag['mom%s' % i] = crsp_mom.groupby(['permno'])['ret'].shift(i)
    result = result + lag['mom%s' % i]
crsp_mom['rln'] = result/11

#R[2,5]a
#R[2,5]n
lag = pd.DataFrame()
result = 0
for i in range(13,61):
    lag['mom%s' % i] = crsp_mom.groupby(['permno'])['ret'].shift(i)
    if i not in [24,36,48,60]:
        result = result + lag['mom%s' % i]

crsp_mom['r25a'] = (lag['mom24']+lag['mom36']+lag['mom48']+lag['mom60'])/4
crsp_mom['r25n'] = result/44

#R[6,10]a
#R[6,10]n
lag = pd.DataFrame()
result = 0
for i in range(61,121):
    lag['mom%s' % i] = crsp_mom.groupby(['permno'])['ret'].shift(i)
    if i not in [72,84,96,108,120]:
        result = result + lag['mom%s' % i]

crsp_mom['r610a'] = (lag['mom72']+lag['mom84']+lag['mom96']+lag['mom108']+lag['mom120'])/5
crsp_mom['r610n'] = result/55

#R[11,15]a
lag = pd.DataFrame()
result = 0
for i in [132,144,156,168,180]:
    lag['mom%s' % i] = crsp_mom.groupby(['permno'])['ret'].shift(i)
    result = result + lag['mom%s' % i]
crsp_mom['r1115a'] = result/5

#R[16,20]a
lag = pd.DataFrame()
result = 0
for i in [192,204,216,228,240]:
    lag['mom%s' % i] = crsp_mom.groupby(['permno'])['ret'].shift(i)
    result = result + lag['mom%s' % i]
crsp_mom['r1620a'] = result/5",1,0,0,0,"Following Heston and Sadka (2008), at the beginning of each month t, we sort stocks into deciles
based on various measures of past performance, including returns in month t - 12 (Ra1), average
returns from month t - 11 to t - 1 (Rn1), average returns across months t - 24,t - 36,t - 48, and
t - 60 (R[2,5]), average returns from month t - 60 to t - 13 except for lags 24, 36, 48, and 60 (R[2,5]), an
average returns across months t - 72, t - 84, t - 96, t - 108, and t - 120 (R[6,10]), average returns a
from month t - 120 to t - 61 except for lags 72, 84, 96, 108, and 120 (R[6,10]), average returns across n
months t - 132, t - 144, t - 156, t - 168, and t - 180 (R[11,15]), average returns from month t - 180 a
to t - 121 except for lags 132, 144, 156, 168, and 180 (R[11,15]), average returns across months n
t-192,t-204,t-216,t-228, and t-240 (R[16,20]), average returns from month t-240 to t-181 a
except for lags 192, 204, 216, 228, and 240 (R[16,20]). Monthly decile returns are calculated for the n
current month t, and the deciles are rebalanced at the beginning of month t + 1."
A.5.6,Rds q 6 and Rds q 12,Quarterly R&D Expense-to-sales,"Chan, Lakonishok, and Sougiannis",2001,Intangibles,data_rawq['rds'] = data_rawq['xrdq4']/data_rawq['saleq'],* xrdq4 from rdm,0,0,1,0,"At the end of June of each year t, we sort stocks into deciles based on R&D-to-sales, Rds, which is R&D expenses (Compustat annual item XRD) divided by sales (item SALE) for the fiscal year ending in calendar year t - 1. We keep only firms with positive R&D expenses. Monthly decile returns are calculated from July of year t to June of t + 1, and the deciles are rebalanced in June of t + 1. Because the accounting treatment of R&D expenses was standardized in 1975, the Rds portfolios start in July 1976."
A.5.8,Ol,Operating Leverage,Novy-Marx,2011,Intangibles,data_rawa['ol'] = (data_rawa['cogs'] + data_rawa['xsga'])/data_rawa['at'],,0,1,0,0,"Following Novy-Marx (2011), operating leverage, Ol, is operating costs scaled by total assets (Com- pustat annual item AT, the denominator is current, not lagged, total assets). Operating costs are cost of goods sold (item COGS) plus selling, general, and administrative expenses (item XSGA). At the end of June of year t, we sort stocks into deciles based on Ol for the fiscal year ending in calendar year t - 1. Monthly decile returns are calculated from July of year t to June of t + 1, and the deciles are rebalanced in June of t + 1."
A.5.9,"Ol q 1, Ol q 6, and Ol q 12",Quarterly Operating Leverage,Novy-Marx,2011,Intangibles,data_rawq['olq'] = (data_rawq['cogsq'] + data_rawq['xsgaq'])/data_rawq['atq'],,0,0,1,0,"At the beginning of each month t, we split stocks into deciles based on quarterly operating leverage, Olq, which is quarterly operating costs divided by assets (Compustat quarterly item ATQ) for the fiscal quarter ending at least four months ago. Operating costs are the cost of goods sold (item COGSQ) plus selling, general, and administrative expenses (item XSGAQ). We calculate decile returns for the current month t (Olq1), from month t to t + 5 (Olq6), and from month t to t + 11 (Olq12), and the deciles are rebalanced at the beginning of month t + 1. The holding period longer than one month as in, for instance, Olq6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six months. We take the simple average of the subdecile returns as the monthly return of the Olq6 decile. For sufficient data coverage, the Olq portfolios start in January 1972."
A.6.1,Me,the market equity,Banz,1981,Frictions,"# rawq['me']
crsp['me'] = crsp['prc'].abs() * crsp['shrout']  # calculate market equity 
crsp['me'] = np.where(crsp['permno'] == crsp['permno'].shift(1), crsp['me'].fillna(method='ffill'), crsp['me'])
data_rawq['me'] = data_rawq['me']/1000  # CRSP ME
data_rawq['me'] = np.where(data_rawq['me'] == 0, np.nan, data_rawq['me'])
data_rawq = data_rawq.dropna(subset=['me'])","#rawa['me']
crsp['me'] = crsp['prc'].abs() * crsp['shrout']  # calculate market equity 
crsp['me'] = np.where(crsp['permno'] == crsp['permno'].shift(1), crsp['me'].fillna(method='ffill'), crsp['me'])
data_rawa['me'] = data_rawa['me']/1000  # CRSP ME
# there are some ME equal to zero since this company do not have price or shares data, we drop these observations
data_rawa['me'] = np.where(data_rawa['me'] == 0, np.nan, data_rawa['me'])
data_rawa = data_rawa.dropna(subset=['me'])
# rawq['me']
crsp['me'] = crsp['prc'].abs() * crsp['shrout']  # calculate market equity 
crsp['me'] = np.where(crsp['permno'] == crsp['permno'].shift(1), crsp['me'].fillna(method='ffill'), crsp['me'])
data_rawq['me'] = data_rawq['me']/1000  # CRSP ME
# there are some ME equal to zero since this company do not have price or shares data, we drop these observations
data_rawq['me'] = np.where(data_rawq['me'] == 0, np.nan, data_rawq['me'])
data_rawq = data_rawq.dropna(subset=['me'])",1,1,1,0,"Market equity, Me, is price times shares outstanding from CRSP. At the end of June of each year t, we sort stocks into deciles based on the June-end Me. Monthly decile returns are calculated from July of year t to June of t+1, and the deciles are rebalanced in June of t+1."
A.6.13,Dtv12,"dollar trading volume, 12-month holding period","Brennan, Chordia, and Subrahmanyam",1998,Frictions,,,,,,,"At the beginning of each month t, we sort stocks into deciles based on their average daily dollar trading volume, Dtv, over the prior six months from t-6 to t-1. We require a minimum of 50 daily observations. Dollar trading volume is share price times the number of shares traded. We adjust the trading volume of NASDAQ stocks per Gao and Ritter (2010) (see footnote 7). Monthly decile returns are calculated for the current month t (Dtv1), from month t to t+5 (Dtv6), and from month t to t + 11 (Dtv12), and the deciles are rebalanced at the beginning of month t + 1. The holding period longer than one month as in, for instance, Dtv6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six months. We take the simple average of the subdecile returns as the monthly return of the Dtv6 decile."
A.6.21,Isff1,"idiosyncratic skewness estimated from the Fama-French 3-factor model, 1-month holding period",Harvey and Siddique,2000,Frictions,,,,,,,"At the beginning of each month t, we sort stocks into deciles based on idiosyncratic skewness, Isff, calculated as the skewness of the residuals from regressing a stock's excess return on the Fama- French three factors using daily observations from month t - 1. We require a minimum of 15 daily returns. Monthly decile returns are calculated for the current month t (Isff1), from month t to t + 5 (Isff6), and from month t to t + 11 (Isff12), and the deciles are rebalanced at the beginning of month t + 1. The holding period longer than one month as in Isff6 means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six months. We take the simple average of the subdecile returns as the monthly return of the Isff6 decile."
A.6.22,Isq1,"idiosyncratic skewness estimated from the q-factor model, 1-month holding period",Harvey and Siddique,2000,Frictions,,,,,,,"At the beginning of each month t, we sort stocks into deciles based on idiosyncratic skewness, Isq, calculated as the skewness of the residuals from regressing a stock's excess return on the q-factors using daily observations from month t - 1. We require a minimum of 15 daily returns. Monthly decile returns are calculated for the current month t (Isq1), from month t to t + 5 (Isq6), and from month t to t + 11 (Isq12), and the deciles are rebalanced at the beginning of month t + 1. The holding period longer than one month as in Isq6 means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six months. We take the simple average of the subdecile returns as the monthly return of the Isq6 decile. Because the q-factors start in January 1967, the Ivq portfolios start in February 1967."
A.6.24,Srev,short-term reversal,Jegadeesh,1990,Frictions,,,,,,,"At the beginning of each month t, we sort stocks into short-term reversal (Srev) deciles based on the return in month t - 1. To be included in a decile in month t, a stock must have a valid price at the end of month t - 2 and a valid return for month t - 1. Monthly decile returns are calculated for the current month t, and the deciles are rebalanced at the beginning of month t + 1."
A.6.3,Ivff1,"idiosyncratic volatility estimated from the Fama-French 3-factor model, 1-month holding period","Ang, Hodrick, Xing, and Zhang",2006,Frictions,,,,,,,"Following Ang, Hodrick, Xing, and Zhang (2006), we calculate idiosyncratic volatility relative to the Fama-French three-factor model, Ivff, as the residual volatility from regressing a stock's excess returns on the Fama-French three factors. At the beginning of each month t, we sort stocks into deciles based on the Ivff estimated with daily returns from month t - 1. We require a minimum of 15 daily returns. Monthly decile returns are calculated for the current month t (Ivff1), from month t to t+5 (Ivff6), and from month t to t+11 (Ivff12), and the deciles are rebalanced at the beginning of month t + 1. The holding period that is longer than one month as in, for instance, Ivff6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six-month period. We take the simple average of the subdecile returns as the monthly return of the Ivff6 decile."
A.6.5,Ivq1,"idiosyncratic volatility estimated from the q-factor model, 1-month holding period","Ang, Hodrick, Xing, and Zhang",2006,Frictions,,,,,,,"We calculate idiosyncratic volatility per the q-factor model, Ivq, as the residual volatility from regressing a stock's excess returns on the q-factors. At the beginning of each month t, we sort stocks into deciles based on the Ivq estimated with daily returns from month t - 1. We require a minimum of 15 daily returns. Monthly decile returns are calculated for the current month t (Ivq1), from month t to t + 5 (Ivq6), and from month t to t + 11 (Ivq12), and the deciles are rebalanced at the beginning of month t + 1. The holding period that is longer than one month as in, for instance, Ivq6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six-month period. We take the simple average of the subdecile returns as the monthly return of the Ivq6 decile. Because the q-factors start in January 1967, the Ivq portfolios start in February 1967."
A.6.6,Tv1,"total volatility, 1-month holding period","Ang, Hodrick, Xing, and Zhang",2006,Frictions,,,,,,,"Following Ang, Hodrick, Xing, and Zhang (2006), at the beginning of each month t, we sort stocks into deciles based on total volatility, Tv, estimated as the volatility of a stock's daily returns from month t - 1. We require a minimum of 15 daily returns. Monthly decile returns are calculated for the current month t, (Tv1), from month t to t + 5 (Tv6), and from month t to t + 11 (Tv12), and the deciles are rebalanced at the beginning of month t + 1. The holding period that is longer than one month as in, for instance, Tv6, means that for a given decile in each month there exist six subdeciles, each of which is initiated in a different month in the prior six-month period. We take the simple average of the subdeciles returns as the monthly return of the Tv6 decile."
A.6.7,Sv1,"systematic volatility, 1-month holding period","Ang, Hodrick, Xing, and Zhang",2006,Frictions,,,,,,,p119
A.6.8,Beta1,Market Beta,Fama and MacBeth,1973,Frictions,,,,,,,p119
,agr,Asset growth,"Cooper, Gulen & Schill",2008,,data_rawq['agr'] = (data_rawq['atq']-data_rawq['atq_l4'])/data_rawq['atq_l4'],data_rawq['atq_l4'] = data_rawq.groupby(['permno'])['atq'].shift(4),1,0,1,0,Annual percent change in total assets (at).
,baspread,Bid-ask spread rolling 3m,Amihud & Mendelson,1989,,,,,,,,Monthly average of daily bid-ask spread divided by average of daily spread.
,beta,Beta rolling 3m,Fama & MacBeth,1973,,,,,,,,Estimated market beta from weekly returns and equal weighted market returns for 3 years ending month t-1 with at least 52 weeks of returns.
,bm_ia,Industry-adjusted book to market,"Asness, Porter & Stevens",2000,,data_rawa['bm_ia'] = data_rawa['bm']/data_rawa['bm_ind'],"df_temp = data_rawa.groupby(['datadate', 'ffi49'], as_index=False)['bm'].mean()
df_temp = df_temp.rename(columns={'bm': 'bm_ind'})
data_rawa = pd.merge(data_rawa, df_temp, how='left', on=['datadate', 'ffi49'])",0,1,0,0,Industry adjusted book-to-market ratio.
,cash,Cash holdings,Palazzo,2012,,data_rawq['cash'] = data_rawq['cheq']/data_rawq['atq'],,0,0,1,0,Cash and cash equivalents divided by average total assets.
